ID,Nombre,Suscriptores,Provincia,Ciudad,Medio,Categoría,Estado,Fecha actualización,Notas
UCJIHNzhqQdw0WifcOwojz9Q,Canal 7 San Justo SF,6.990,Buenos Aires,San Justo,Digital,Actualidad,Revisado,2025-08-06,Re transmisión 
UCx7nK6N8gQXhSLQGWHmKO_A,NGFEDERAL EN VIVO,6.870,Buenos Aires,San Nicolás,Digital,Economía,Revisado,2025-08-06,Re transmision 
UCbD-LqQOyhyiPralPey8tqw,CEMENTO Radio streamig,1.290,Buenos Aires,Villa Ballester,Digital,Música,Revisado,2025-08-02,Estudio Radio digital
UCPQBDQdCydiprsTjxiJ57gQ,HUGO VICICONTE PESCA,161.000,Buenos Aires,Mar del Plata,Nativo YouTube,Deportes,Revisado,2025-09-08,Pesca con mosca
UCakYe1P-halMxM747KHAhZA,Muy Independiente,123.000,Buenos Aires,Avellaneda,Nativo YouTube,Deportes,Revisado,2025-07-04,Estudio y Lunes a viernes de 14 a 16 hs.
UCEw3F2kW0Iz97boK4LvcXaA,PelaVisión,75.300,Buenos Aires,Coronel Suarez,Nativo YouTube,Charlas/Podcast,Revisado,2025-07-04,Programacion de lunes a viernes 3hrs
UCSNFK2KFtpHRO9DslWCquzg,Canal 8 Stream ,65.000,Buenos Aires,Mar del Plata,Nativo YouTube,Actualidad,Revisado,2025-08-11,Programacion y estudio
UCtj5VnZYVjiBAbKbvhayDLw,De la Cuna al Infierno,39.500,Buenos Aires,,Nativo YouTube,Deportes,Revisado,2025-07-04,Una vez por semana
UCOIFJjKf-z-ltB0VeY9Fnnw,Pastor Omar Olier,27.200,Buenos Aires,Mar del Plata,Nativo YouTube,Religión,Revisado,2025-08-05,Transmision de charlas
UCoFWjmGI2F8VLVO2xKNbHcw,Esperanza Racinguista,26.200,Buenos Aires,Avellaneda,Nativo YouTube,Deportes,Revisado,2025-08-12,"Programacion  diaria, via zoom"
UCOCCqq7PwUZRrcNc7VIf3tA,Rojos De Pasion,22.700,Buenos Aires,Avellaneda,Nativo YouTube,Deportes,Revisado,2025-07-14,Transmision de partidos y programas semanales
UCxwAf-R1kNdzuepWtx3u1_A,Racing Online,19.400,Buenos Aires,Avellaneda,Nativo YouTube,Deportes,Revisado,2025-08-21,Comentan y transmiten deportes
UCgdzw0B0pBaTwCBOuJJD-HQ,Santuario Ma. del Rosario de San Nicolás,16.700,Buenos Aires,San Nicolás,Nativo YouTube,Religión,Revisado,2025-07-14,Transmision de misas
UCoZ2DrYeozAjmMLfJcfO5RA,myr tarot,12.500,Buenos Aires,San Nicolás,Nativo YouTube,Charlas/Podcast,Revisado,2025-09-14,
UC3t2rnJOpedx7ek0H6LmR3g,Reino de Ángeles - Mariel Romero,12.500,Buenos Aires,Tandíl,Nativo YouTube,Charlas/Podcast,Revisado,2025-09-03,
UCSYJAcn_jtt0B5-CKFcHNiQ,CFCArgentina TV,8.960,Buenos Aires,La Matanza,Nativo YouTube,Religión,Revisado,2025-07-07,Transmisión de misa
UCHtInVgUKXzjlShuh4kIBjw,Vive,6.620,Buenos Aires,La Plata,Nativo YouTube,Actualidad,Revisado,2025-07-23,Estudio programacion semanal 
UCwYIspzhyEff1U3OxZcvb8w,Kamikaze Stream,6.340,Buenos Aires, Ituzaingó,Nativo YouTube,Entretenimiento,Revisado,2025-07-31,Estudio y programacion semanal
UCWFylKzypM2c1aRt5SImiuQ,0221,6.150,Buenos Aires,La Plata,Nativo YouTube,Actualidad,Revisado,2025-08-05,Programacion diaria
UCMcxDhLjDGBvZt5KPIUiuPQ,ICBethel Marcelo Fernandez,6.100,Buenos Aires,Tigre,Nativo YouTube,Religión,Revisado,2025-08-06,Transmision de reuniones 
UCQFO4Dr6-jiCkXv_jyZNGhQ,Eclesia,6.050,Buenos Aires,Lomas de Zamora,Nativo YouTube,Política,Revisado,2025-06-18,Misas y charlas
UC9UpeHkknAswiUlEwIf60nQ,Campo Stream,5.940,Buenos Aires,,Nativo YouTube,Actualidad,Revisado,2025-06-29,Programacion semanal con estudio
UC12-uYZB20chEXq7VGFlsGA,Ecos Del Rojo,5.870,Buenos Aires,,Nativo YouTube,Deportes,Revisado,2025-07-04,"Partidos de Independiente , estudio propio"
UCj3t0nMWRGcbbzOngSMb-8Q,PRESENCIA QUILMES ,5.690,Buenos Aires,Quilmes,Nativo YouTube,Religión,Revisado,2025-08-06,Desde la casa
UCsVoUwxUQs4T2Rs1hJAKxug,De Local Streaming,5.140,Buenos Aires,Mar del Plata,Nativo YouTube,Deportes,Revisado,2025-07-04,Transmision de los partidos de la Liga local
UCz_VOjwNig-4ekgLLfU7kMA,BRUJULA STREAM,4.700,Buenos Aires,,Nativo YouTube,Entretenimiento,Revisado,2025-08-04,Programacion y estudio
UC7O-GHQOzDxc3DbzVGT4hOA,SENTIMIENTO NARANJA ,4.050,Buenos Aires,Berazategui,Nativo YouTube,Deportes,Revisado,2025-08-20,Transmision de partidos del club de futbol
UCnpQxnSqa45zQntBdEvhHrw,AsAmBal,3.980,Buenos Aires,,Nativo YouTube,Deportes,Revisado,2025-09-18,Transmision de partidos de handball
UCWA4L9EcHzARusb3oK7MIhA,canal i - Florida,3.540,Buenos Aires,Vicente Lopez,Nativo YouTube,Religión,Revisado,2025-07-04,Transmision religiosa
UClibYDrjj1rQ-PPNjqm1TVw,BUNKER STREAM,3.430,Buenos Aires,Viedma,Nativo YouTube,Charlas/Podcast,Revisado,2025-09-16,Programacion y estudio
UCkcIs6IcBw75U2L5DOYGOZg,lagimeyeltaino,3.030,Buenos Aires,,Nativo YouTube,Música,Revisado,2025-09-01,Semanal y con pequeño estudio
UCc9Bs-j0L5zIBTlGc__4l6g,FEMEBA Oficial,2.850,Buenos Aires,,Nativo YouTube,Charlas/Podcast,Revisado,2025-06-18,Charlas por zoom
UCV_lV9IyBIL0zwbyFMrvleQ,viBra,2.810,Buenos Aires,,Nativo YouTube,Entretenimiento,Revisado,2025-06-18,Estuidio y programación diaria
UCrUObrkQceJ9doqBZekDPTw,Pelota CAP TV OFICIAL,2.530,Buenos Aires,,Nativo YouTube,Deportes,Revisado,2025-07-04,Transmision de pelota
UCokOCUkSeN-vUcXCdcgRkKg,Diario EL NORTE,2.440,Buenos Aires,Zona norte ,Nativo YouTube,Entretenimiento,Revisado,2025-08-23,Programación diaria y estudios
UCy4YVs9hg-fZ0kViMkrOLJg,Apepe Bahia,2.420,Buenos Aires,Bahia Blanca,Nativo YouTube,Entretenimiento,Revisado,2025-09-08,Programación diaria y estudios
UCtCy7PYD33HMn7p9a9_IDYw,MAS POSITIVO HD,2.400,Buenos Aires,Pinamar,Nativo YouTube,Entretenimiento,Revisado,2025-08-30,Programacion semanal y estudio
UCNpbzF6aGNJQvywzro7LP7A,Conurbania ,2.220,Buenos Aires,Banfield,Nativo YouTube,Charlas/Podcast,Revisado,2025-08-22,"Radio digital y Stream, estudio y programación diaria"
UCqCLJ6QBl6X9kQyRtEk-NCg,Iglesia Maranatha Argentina,2.170,Buenos Aires,Avellaneda,Nativo YouTube,Religión,Revisado,2025-07-04,Transmisión de reuniones
UC8U-dF9XOQ96R8bOrm7nDaw,RADIO STREAM Deportes,1.860,Buenos Aires,Punta Alta,Nativo YouTube,Deportes,Revisado,2025-06-18,Transmision deporte local
UCEY6CPkHdTiWYkh2QymbcJQ,La 22 Media,1.560,Buenos Aires,Navarro,Nativo YouTube,Charlas/Podcast,Revisado,2025-06-18,Estudio y programacion  semanal
UCGv-fFXH2pETbGVIZC5KKQg,Radio Ceteme,1.550,Buenos Aires,Por determinar,Nativo YouTube,Política,Revisado,2025-08-11,"Estudio, programacion 3 veces por semana"
UC3HeAKLbdfIXDWOhM_Ty9gQ,Leandro Toti,1.300,Buenos Aires,Adrogué,Nativo YouTube,Actualidad,Revisado,2025-06-18,estudio y programación semanal
UCFf3idGYj67Au20T37ZBBGg,JUANA Teatro Restobar,1.210,Buenos Aires,Ituzaingó,Nativo YouTube,Entretenimiento,Revisado,2025-08-06,Programación semanal desde el Bar
UC66UhVrAM4JhLx7Rt0oPHVw,Welcome TV,1.180,Buenos Aires,Lomas de Zamora,Nativo YouTube,Entretenimiento,Revisado,2025-09-18,estudio y programación
UC5wXzmxFZSP_YxMXdqSTxaw,Full medios ,1.010,Buenos Aires,Zárate,Nativo YouTube,Entretenimiento,Revisado,2025-06-18,estudio y programación
UCR47xm2nQhR6dF4jAyXgagA,El Tornado Stream,777,Buenos Aires,Los Polvorines,Nativo YouTube,Entretenimiento,Revisado,2025-08-22,Stream de un Boliche
UCsQIymWYI9OFS3OrZStQd5g,GRID TV,738,Buenos Aires,,Nativo YouTube,Charlas/Podcast,Revisado,2025-06-18,Dos chicas hablan desde su casa
UC3C8KxQQ5NP_cRltqZJyOEA,Puesto 14 streaming,700,Buenos Aires,Pergamino,Nativo YouTube,Entretenimiento,Revisado,2025-09-24,Estudio y programación
UCB00_TIMJISwWPgt6MSunGQ,Tribuno Streaming,675,Buenos Aires,Dolores,Nativo YouTube,Entretenimiento,Revisado,2025-08-22,Precario estudio
UCjokR7Wwp6Yuw_MTNwNY7HQ,OVEJA NEGRA,635,Buenos Aires,Mercedes,Nativo YouTube,Charlas/Podcast,Revisado,2025-08-24,Estudio programación
UCjUhYDFKiaM10rdBik1ZXBA,Fiebre de Fútbol,573,Buenos Aires,San Antonio de Padua,Nativo YouTube,Deportes,Revisado,2025-08-10,"Relatos futbol, gracioso no se escucha"
UCP4LBGsiHEumu4mQ3lNFnQA,Mar del Plata 924 Streaming,501,Buenos Aires,Mar del Plata,Nativo YouTube,Charlas/Podcast,Revisado,2025-08-05,
UCkCi8KCoX-srMC0xF-zLU3A,Punta Alta Visión,4.050,Buenos Aires,Punta Alta,Radio,Actualidad,Revisado,2025-09-07,Transmision de noticias y actualidad
UCB6qVCMizW5JRuW8nkmVEkg,Simphony 913,3.620,Buenos Aires,Vicente Lopez,Radio,Actualidad,Revisado,2025-08-05,Re trasnmisión  de agunos programas
UCxnpeqUNiRFhyNDYiCjQZ_w,La Brújula 24 Radio,3.220,Buenos Aires,Bahia Blanca,Radio,Actualidad,Revisado,2025-08-08,
UCnpypNQhebDf0nUx-kP2cXg,URBAN985,3.080,Buenos Aires,Pehuajó,Radio,Entretenimiento,Revisado,2025-06-18,Re transmision de programas
UCmA8VpESS43iV7ffXroxlbQ,MMX,1.420,Buenos Aires,Mar del Plata,Radio,Actualidad,Revisado,2025-07-16,Re transmision de un programa de radio
UCKA3OZPt8akLwe3vRteD1XQ,AM 1600 ARMONIA,846,Buenos Aires,Caseros,Radio,Noticias,Revisado,2025-09-06,Tranmsmiten desde la radio una parte
UCVcv5g4bMSldUXzpWoQfS_g,PAREStv - El Canal de Luján,19.200,Buenos Aires,Luján,TV,Actualidad,Revisado,2025-08-16,Re transmiten parte de programación y contenido Stream
UCrrkTIvz0SQZatixubCQ6AQ,Canal 10 de Junin - Junin Tv SA,6.290,Buenos Aires,Junin,TV,Noticias,Revisado,2025-06-18,Transmiten solo las noticias
UCjMGMWnToRcQRqmyVB4R2xQ,CLARÍN,1.310.000,CABA,,Diario,Noticias,Revisado,2025-07-03,
UCvsU0EGXN7Su7MfNqcTGNHg,Infobae,1.540.000,CABA,,Digital,Noticias,Revisado,2025-07-04,
UC9vs8KujZ2kJ2hbg01fNRVw,Filo News,1.530.000,CABA,,Digital,Noticias,Revisado,2025-07-04,
UCl6L85YuyK4rVn5NI--dHUw,Perfil,320.000,CABA,,Digital,,Revisado,2025-07-04,
UCgn6r0aGRBnEQm02tE_jzbw,Futurock FM,288.000,CABA,,Digital,Actualidad,Revisado,2025-07-04,Programación
UCqxBNDHmEZgqU1B61oc-QhQ,DGO Stream,282.000,CABA,,Digital,Entretenimiento,Revisado,2025-09-23,Programacion para stream
UCtTm1j1DhHIZr1_3zAlJHeA,Revuelto ,14.500,CABA,,Digital,Música,Revisado,2025-06-18,programación semanal y estudio 
UCQx_6Rpz9LWXYCbhkzcbobQ,Señal UNTREF,3.460,CABA,,Digital,Entretenimiento,Revisado,2025-08-10,Transmision diaria con estudio
UCTHaNTsP7hsVgBxARZTuajw,LUZU TV,2.260.000,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-07-04,Programación
UCf7cmc_Xxke9eIg76b6qdSg,Danann,2.210.000,CABA,,Nativo YouTube,Política,Revisado,2025-07-04,
UC-VduMOLt-ZLIISyE0_Xx8A,Dtoke Free,1.880.000,CABA,,Nativo YouTube,Charlas/Podcast,Revisado,2025-07-04,
UC7mJ2EDXFomeDIRFu5FtEbA,OLGA,1.700.000,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-07-04,Programación
UCg6kTB4vw1XYFBR4TtHaBuQ,Un Poco De Ruido,1.610.000,CABA,,Nativo YouTube,Música,Revisado,2025-07-04,Programación
UC_49ElhhVd1BO7MsdBPm77Q,BREAK POINT,1.390.000,CABA,,Nativo YouTube,,Revisado,2025-07-04,
UCb8W2JPNwMtV4xA0LFb3LUw,Cocineros Argentinos,1.370.000,CABA,,Nativo YouTube,Cocina,Revisado,2025-09-16,
UCvCTWHCbBC0b9UIeLeNs8ug,Vorterix,823.000,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-07-04,Programación
UC0sLSGnT5u_yChwKjBSJ8jw,Fran Fijap,708.000,CABA,,Nativo YouTube,Política,Revisado,2025-07-04,
UC5wAqJ9NF0fpGH9dVf3h6HA,El Destape,670.000,CABA,,Nativo YouTube,Noticias,Revisado,2025-07-04,Programación
UC-40U87JsevMIMn7PMw4jPw,Neura Media,641.000,CABA,,Nativo YouTube,Actualidad,Revisado,2025-07-04,Programación
UCgLBmUFPO8JtZ1nPIBQGMlQ,AZZ,586.000,CABA,,Nativo YouTube,Actualidad,Revisado,2025-07-04,Programación
UCWSfXECGo1qK_H7SXRaUSMg,GELATINA,539.000,CABA,,Nativo YouTube,Actualidad,Revisado,2025-07-04,Programación
UCHDwIzNtE5vPScYLLXutkHA,El Presto,503.000,CABA,,Nativo YouTube,Política,Revisado,2025-07-04,
UCjEepVESC0z984zX0a6d-pA,QNTLC,497.000,CABA,,Nativo YouTube,Religión,Revisado,2025-09-03,
UC6pJGaMdx5Ter_8zYbLoRgA,BLENDER,473.000,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-07-04,Programación
UCEmEP2l0A6XLCGYGiToCKaQ,Liberman Martin,472.000,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,
UCnZidingmuqNkaT9Wm64Xxg,Bondi Live,318.000,CABA,,Nativo YouTube,Actualidad,Revisado,2025-07-29,Programación
UC9ghrLcpy0FxDFssie-siwQ,Picado TV,305.000,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,Programación
UC4u0BhsSi33PS20_1JHiC5A,LA CASA STREAMING,275.000,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-07-04,Programación
UC_-fqnv3Rp8k9VJ06_aDIHg,Quiero Música TV,274.000,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-07-04,
UCgDAnKZngqzL2sJHTI7eUuA,Telemetrico F1 Adrian Puente #TelemetricoF1,273.000,CABA,,Nativo YouTube,Deportes,Revisado,2025-06-28,Adrián Puente
UC4mdhKZXjrKoq5aVG6juHEg,Carajo,256.000,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-07-04,Programación
UCV7c9y3uWckx0kyXSHhKJXw,RESUMIDO,241.000,CABA,,Nativo YouTube,Actualidad,Revisado,2025-09-16,
UCpvYnSZNyBxF2MSWvju06jg,Nico Guthmann,203.000,CABA,,Nativo YouTube,Noticias,Revisado,2025-07-04,Un programa Tugo
UCvU6KRqoM0_6gP0RowLEbJw,MundoDinero,191.000,CABA,,Nativo YouTube,Economía,Revisado,2025-07-04,Programación
UCXjNLHGKB83V7FxRvEeWJ5A,Aislados El Podcast,180.000,CABA,,Nativo YouTube,Charlas/Podcast,Revisado,2025-08-13,Una vez por semana
UCxHSIJgKZ8xVXwLGaGZEmKg,Cenital,160.000,CABA,,Nativo YouTube,Actualidad,Revisado,2025-07-04,
UCmk9kjghfkM3k8I6jioDr3g,RepúblicaZ,159.000,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-07-04,Programación
UCnkAzcpDF-yd5ndPEaBMzDA,Plan M - Maxi Montenegro,137.000,CABA,,Nativo YouTube,Economía,Revisado,2025-07-04,Entrevistas 
UCAlQ5f7mhnkfM6jjXeJDw7g,Rock And Pop,136.000,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-06-18,Re transmiten
UC6jdwoh0bP0CNVjpzU7tRpA,Gary Delphin,130.000,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,
UCz0rrWiG04BiDlypa6Smnww,Agustín Muzzu,117.000,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,una o dos veces por semana
UCRyGJcJYqqiCByEaUhDLMsw,AHORA PLAY,102.000,CABA,,Nativo YouTube,Economía,Revisado,2025-07-04,Estudio y programación
UCIlhgwnIjK_l2w_MMYy18tw,Pablo Borda,95.000,CABA,,Nativo YouTube,Cultura,Revisado,2025-07-04,Una vez por semana
UCffR4X59wDMLhgXE8vwvSuQ,Alejandro Pueblas,89.100,CABA,,Nativo YouTube,Actualidad,Revisado,2025-08-25,Transmite 2 o 3 veces por semana
UC3aEpwCbF83KYG5dzHJOeew,AFA Estudio,85.500,CABA,,Nativo YouTube,Deportes,Revisado,2025-09-10,Estudio y programación
UCG1VdkVOgwoJzPBWn7QomCw,Pablo Soraire FILMS,84.400,CABA,,Nativo YouTube,Religión,Revisado,2025-09-14,Transmiten misa. Evangelicos.
UCF_wmEJdoePqmjQp2hj4D4w,A TODO BOCA,80.200,CABA,,Nativo YouTube,Deportes,Revisado,2025-08-11,Trasnmiten previas y partidos. Con estudio propio
UCIKQiXrY6WaY7C1UCo8FzOQ,Tano Santarsiero,77.100,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,Comenta noticias de River
UCTlUJTm5qFRLylSJ_8KS34A,MATE,73.600,CABA,,Nativo YouTube,Noticias,Revisado,2025-07-04,Estudio y programacion
UCV6PHNIDL4VWtyAmO788tvA,PRESENCIA MUNDIAL ONLINE - Canal Oficial,71.600,CABA,,Nativo YouTube,Religión,Revisado,2025-06-28,Transmiten misas
UCpKYUg2Adl9peryUl37l_ew,Jero Torresantoro,69.800,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,"Un programa semanal, estudio en casa."
UCpSZaeED5OS9fDCsMWVHbxA,Relatores,67.900,CABA,Por determinar,Nativo YouTube,Deportes,Revisado,2025-07-06,Relatores es una cooperativa de trabajo
UCxH0xKKAiiRBju9itDt47yg,Pablo Lafourcade,66.700,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,Desde casa una vez por semana
UCRtgbxUH456ox51IswIQgZQ,Carnaval Stream,62.600,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-08-08,Programacion y estudio
UCoiHxgRbGS8vyP1nFcMj3Mw,Erick Kammerath,62.000,CABA,,Nativo YouTube,Política,Revisado,2025-07-04,programacion una o dos vececes por semana
UCAHLm8ZEbuFeVsHSrjMn5Dg,Salvador Di Stefano,61.800,CABA,,Nativo YouTube,Economía,Revisado,2025-07-04,programacion semanal
UCV1WCVexFXNTq_t5Z4xgGNw,LHDA PODCAST,61.000,CABA,,Nativo YouTube,Política,Revisado,2025-07-04,"1 o 2 veces por semana, con pequelo estudio. "
UC69RKrQh0aPguy_fOfQHZxg,Hugo Balassone,51.900,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,"2 veces por semana, via meet"
UCL3W-Z5sp2nOVAB2uANeUlQ,Cadena Xeneize,50.100,CABA,,Nativo YouTube,Deportes,Revisado,2025-08-12,Relatan y comentan partidos
UCigMtQPA1eB3pAa1ri78syg,MISTICA,49.900,CABA,,Nativo YouTube,Deportes,Revisado,2025-06-29,Relatan y comentan partidos
UC7LpROZ_MMVqAQoxorrkbVQ,Más Fúlbo,49.500,CABA,,Nativo YouTube,,Revisado,2025-07-04,Transmiten y comentan
UCzbLuIuaZLt7JhJ_aI6mMXA,Costa Febre Monumental,43.000,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,Transmiten y comentan
UCeEABBaQ8ODUyIcy9a6wm3w,Iglesia Del Centro,39.000,CABA,,Nativo YouTube,Religión,Revisado,2025-07-28,2 veces por semana
UC7Hx4xBMuw_PvVUliihHEcQ,posdata,37.100,CABA,,Nativo YouTube,Actualidad,Revisado,2025-07-04,programacion y estudio
UCVvXKi8_WUIO85hCllKhQBg,Circulo Vicioso,35.200,CABA,,Nativo YouTube,Charlas/Podcast,Revisado,2025-07-04,Estudio. programacion semanal
UCFokhJeu64SK7Q9j5YZdXFA,Mariano de la Fuente,35.200,CABA,,Nativo YouTube,Deportes,Revisado,2025-07-04,"3 veces por semana, dede la casa"
UCWwZpofeEFNH-R8g1DC0fHA,Eva TV EN VIVO,34.300,CABA,,Nativo YouTube,Política,Revisado,2025-08-06,Programacion y estudio
UCPIgqTAeWOgNvrjsGY68JSw,Laca Stream,29.200,CABA,,Nativo YouTube,Actualidad,Revisado,2025-07-04,Estudio y programacion 
UCE50QneVgl78Y5vdlf9N4MQ,Ser stream,29.200,CABA,,Nativo YouTube,Entretenimiento,Revisado,2025-09-17,"Canal de cumbia, dos programas stream por semana"
UCgU93Zz9eSs4rEncikI-xjg,Hernán Castillo,27.300,CABA,,Nativo YouTube,Deportes,Revisado,2025-08-06,Una vez por semana 
UCUMT08syWzDpL0ooqgy8wOQ,Vale Todo,26.800,CABA,,Nativo YouTube,Actualidad,Revisado,2025-09-05,Estudio y programación
UCRqxJ75Dy7vkX2GyICdXHkg,Atentos Pinchas ,24.200,CABA,La Plata,Nativo YouTube,Deportes,Revisado,2025-09-23,Transmision diaria por zoom
UCk5p1QWmrOD7JzTUcJhj28Q,DELIREO,20.900,CABA,,Nativo YouTube,Actualidad,Revisado,2025-07-04,Estudio programacion semanal
